ヘッダ情報:伝票No.(伝票No.),ヘッダ情報:出張申請伝票No.(申請No.),ヘッダ情報:行数,明細情報:明細No.,明細情報:明細日付(日付),明細情報:明細時刻(開始)(時刻),明細情報:明細時刻(終了)(時刻),明細情報:出発地(出発),明細情報:到着地(到着),明細情報:交通機関(交通機関他),明細情報:金額(金額),明細情報:証票(領収証),明細情報:手当1CD(日当(選択)),明細情報:手当2CD(宿泊料(選択)),明細情報:手当3CD(滞在費補助(選択)),明細情報:フリー１(備考),明細情報:勘定科目名,明細情報:小計(小計),ヘッダ情報:手当計(手当計),ヘッダ情報:合計(合計),ヘッダ情報:申請者CD(申請者),ヘッダ情報:申請者名(申請者),ヘッダ情報:承認実行者1名,ヘッダ情報:承認日1,ヘッダ情報:承認実行者2名,ヘッダ情報:承認日2,ヘッダ情報:承認実行者3名,ヘッダ情報:承認日3,ヘッダ情報:承認実行者4名,ヘッダ情報:承認日4,ヘッダ情報:承認実行者5名,ヘッダ情報:承認日5
MEBAS0018054,,7,6,2026/05/12,09:00:00,18:00:00,リンクステック石岡,,作業･打合せ,0,証票なし,,,,WO-00345763,旅費交通費,0,17300,49871,AZ000144,影山 知紀,岡田　高明,2026/05/13,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018054,,7,7,2026/05/13,09:00:00,11:20:00,石岡,大塚（東京）,電車･ﾊﾞｽ,1595,証票なし,,,,JR東日本　電話確認後、事務所移動,旅費交通費,1595,17300,49871,AZ000144,影山 知紀,岡田　高明,2026/05/13,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018055,,5,1,2026/05/12,07:31:00,08:24:00,成増,八王子,電車･ﾊﾞｽ,794,証票なし,,,,直行,旅費交通費,794,0,1588,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018055,,5,2,2026/05/12,08:24:00,09:00:00,八王子,アルインコイーテック,徒歩,0,証票なし,,,,,旅費交通費,0,0,1588,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018055,,5,3,2026/05/12,09:00:00,17:00:00,アルインコイーテック,,作業･打合せ,0,証票なし,,,,点検作業,旅費交通費,0,0,1588,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018055,,5,4,2026/05/12,17:00:00,17:20:00,アルインコイーテック,八王子,車(同乗),0,証票なし,,,,,旅費交通費,0,0,1588,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018055,,5,5,2026/05/12,17:40:00,18:34:00,八王子,成増,電車･ﾊﾞｽ,794,証票なし,,,,直帰,旅費交通費,794,0,1588,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018056,,5,1,2026/05/13,10:34:00,11:35:00,大塚（東京）,東松山,電車･ﾊﾞｽ,825,証票なし,,,,,旅費交通費,825,0,1359,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018056,,5,2,2026/05/13,11:35:00,13:00:00,東松山,シチズン時計マニュファクチャリング,車,0,証票なし,,,,昼休憩込み,賃借料,0,0,1359,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018056,,5,3,2026/05/13,13:00:00,14:30:00,シチズン時計マニュファクチャリング,,作業･打合せ,0,証票なし,,,,打合せ,旅費交通費,0,0,1359,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018056,,5,4,2026/05/13,14:30:00,15:00:00,シチズン時計マニュファクチャリング,東松山,車,0,証票なし,,,,,賃借料,0,0,1359,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018056,,5,5,2026/05/13,15:23:00,16:09:00,東松山,成増,電車･ﾊﾞｽ,534,証票なし,,,,待ち時間込み、直帰,旅費交通費,534,0,1359,AZ000164,大塲 智徳,岡部　信一,2026/05/14,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018057,,5,1,2026/05/08,09:34:00,10:46:00,堅田駅,岐阜羽島駅,電車･ﾊﾞｽ,5370,証票あり,001,,,乗車券＋特急券。通勤区間：堅田駅9:34~山科駅9:49,旅費交通費,5370,1700,12440,AZ000145,小幡　裕亮,河本　実,2026/05/13,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018057,,5,2,2026/05/08,10:46:00,13:30:00,岐阜羽島駅,イビデン,車,0,証票なし,,,,レンタカー使用。お昼休憩含む,賃借料,0,1700,12440,AZ000145,小幡　裕亮,河本　実,2026/05/13,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018057,,5,3,2026/05/08,13:30:00,18:30:00,イビデン,,作業･打合せ,0,証票なし,,,,WO-00346732,旅費交通費,0,1700,12440,AZ000145,小幡　裕亮,河本　実,2026/05/13,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018057,,5,4,2026/05/08,18:30:00,19:35:00,イビデン,岐阜羽島駅,車,0,証票なし,,,,レンタカー返却,賃借料,0,1700,12440,AZ000145,小幡　裕亮,河本　実,2026/05/13,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018057,,5,5,2026/05/08,19:35:00,20:50:00,岐阜羽島駅,堅田駅,電車･ﾊﾞｽ,5370,証票あり,,,,乗車券＋特急券。通勤区間：山科駅20:32~堅田駅20:50,旅費交通費,5370,1700,12440,AZ000145,小幡　裕亮,河本　実,2026/05/13,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018058,,5,1,2026/05/12,15:15:00,15:25:00,野洲事業所,野洲駅,車(同乗),0,証票なし,,,,,旅費交通費,0,0,850,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018058,,5,2,2026/05/12,15:33:00,16:00:00,野洲,山科,電車･ﾊﾞｽ,410,証票なし,,,,,旅費交通費,410,0,850,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018058,,5,3,2026/05/12,16:08:00,16:12:00,山科,椥辻,電車･ﾊﾞｽ,220,証票なし,,,,,旅費交通費,220,0,850,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018058,,5,4,2026/05/12,16:10:00,17:00:00,山科区役所,山科区役所,作業･打合せ,0,証票なし,,,,,旅費交通費,0,0,850,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018058,,5,5,2026/05/12,17:08:00,17:10:00,椥辻,東野（京都）,電車･ﾊﾞｽ,220,証票なし,,,,,旅費交通費,220,0,850,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018059,,5,1,2026/05/13,08:43:00,08:46:00,東野（京都）,山科,電車･ﾊﾞｽ,220,証票なし,,,,,旅費交通費,220,0,2840,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018059,,5,2,2026/05/13,08:54:00,10:06:00,山科,中ふ頭（大阪）,電車･ﾊﾞｽ,1200,証票なし,,,,,旅費交通費,1200,0,2840,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018059,,5,3,2026/05/13,10:30:00,16:00:00,ネプコン関西,ネプコン関西,作業･打合せ,0,証票なし,,,,,旅費交通費,0,0,2840,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018059,,5,4,2026/05/13,16:22:00,17:36:00,中ふ頭（大阪）,山科,電車･ﾊﾞｽ,1200,証票なし,,,,,旅費交通費,1200,0,2840,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018059,,5,5,2026/05/13,17:45:00,17:47:00,山科,東野（京都）,電車･ﾊﾞｽ,220,証票なし,,,,,旅費交通費,220,0,2840,AZ000117,岡部　信一,浜内　邦嘉,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018060,,5,1,2026/05/13,07:49:00,08:37:00,守山（滋賀）,長岡京,電車･ﾊﾞｽ,660,証票なし,,,,,旅費交通費,660,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018060,,5,2,2026/05/13,08:40:00,08:46:00,ＪＲ長岡京駅［西口］,工業団地前,電車･ﾊﾞｽ,230,証票なし,,,,,旅費交通費,230,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018060,,5,3,2026/05/13,09:00:00,18:30:00,洛西事業所,,作業･打合せ,0,証票なし,,,,お客様講習前の準備と確認,旅費交通費,0,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018060,,5,4,2026/05/13,18:41:00,18:52:00,工業団地前,長岡京,電車･ﾊﾞｽ,230,証票なし,,,,,旅費交通費,230,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018060,,5,5,2026/05/13,18:55:00,19:34:00,長岡京,守山（滋賀）,電車･ﾊﾞｽ,660,証票なし,,,,,旅費交通費,660,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/05/14,田中 裕子,2026/05/18,,,高橋　昭太,2026/05/18,,
MEBAS0018061,,8,1,2026/05/12,16:30:00,16:45:00,大塚（東京）,上野,電車･ﾊﾞｽ,209,証票なし,002,,012,,旅費交通費,209,6900,42208,AZ000163,松沢 響,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018061,,8,2,2026/05/12,17:02:00,19:01:00,上野,一ノ関,電車･ﾊﾞｽ,13400,証票あり,,,,新幹線,旅費交通費,13400,6900,42208,AZ000163,松沢 響,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018061,,8,3,2026/05/12,19:10:00,08:00:00,ホテル,,ﾎﾃﾙ,8190,証票あり,,,,1泊分宿泊費,旅費交通費,8190,6900,42208,AZ000163,松沢 響,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018061,,8,4,2026/05/13,08:00:00,08:45:00,一ノ関,大昌岩手,車,0,証票なし,,,,レンタカー,賃借料,0,6900,42208,AZ000163,松沢 響,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018061,,8,5,2026/05/13,08:50:00,17:00:00,大昌岩手,,作業･打合せ,0,証票なし,,,,WO-00342722 精度確認点検　(WO-00346771 サインを受け取りに途中移動),旅費交通費,0,6900,42208,AZ000163,松沢 響,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018061,,8,6,2026/05/13,17:10:00,18:15:00,大昌岩手,一ノ関,車,0,証票なし,,,,レンタカー ヤマト運輸経由,賃借料,0,6900,42208,AZ000163,松沢 響,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018061,,8,7,2026/05/13,18:38:00,20:58:00,一ノ関,上野,電車･ﾊﾞｽ,13300,証票あり,,,,新幹線,旅費交通費,13300,6900,42208,AZ000163,松沢 響,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018061,,8,8,2026/05/13,21:12:00,21:24:00,上野,大塚（東京）,電車･ﾊﾞｽ,209,証票なし,,,,,旅費交通費,209,6900,42208,AZ000163,松沢 響,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018062,,8,1,2026/05/11,09:30:00,13:10:00,戸田,茅野,電車･ﾊﾞｽ,3520,証票なし,002,,012,乗車券代　JR東日本,旅費交通費,3520,12100,40720,AZ000143,品川 祐太朗,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018062,,8,2,2026/05/11,11:00:00,13:10:00,新宿,茅野,電車･ﾊﾞｽ,2140,証票あり,,,,特急券代　埼京線大幅遅延により、10時あずさに乗れなかったため11時あずさ乗車,旅費交通費,2140,12100,40720,AZ000143,品川 祐太朗,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018062,,8,3,2026/05/11,14:00:00,20:10:00,SIMMTECH,,作業･打合せ,0,証票なし,,,,WO-00343939,旅費交通費,0,12100,40720,AZ000143,品川 祐太朗,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018062,,8,4,2026/05/11,20:40:00,08:30:00,ホテル,,ﾎﾃﾙ,8500,証票あり,,,,一泊分,旅費交通費,8500,12100,40720,AZ000143,品川 祐太朗,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018062,,8,5,2026/05/12,09:00:00,22:15:00,SIMMTECH,,作業･打合せ,0,証票なし,,,,WO-00343939,旅費交通費,0,12100,40720,AZ000143,品川 祐太朗,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018062,,8,6,2026/05/12,22:50:00,08:00:00,ホテル,,ﾎﾃﾙ,8800,証票あり,,,,一泊分,旅費交通費,8800,12100,40720,AZ000143,品川 祐太朗,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018062,,8,7,2026/05/13,08:43:00,10:30:00,茅野,立川,電車･ﾊﾞｽ,2140,証票あり,,,,特急券代,旅費交通費,2140,12100,40720,AZ000143,品川 祐太朗,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018062,,8,8,2026/05/13,08:43:00,11:30:00,茅野,戸田,電車･ﾊﾞｽ,3520,証票なし,,,,乗車券代　JR東日本,旅費交通費,3520,12100,40720,AZ000143,品川 祐太朗,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018063,,7,1,2026/05/12,14:40:00,17:07:00,大塚,茅野,電車･ﾊﾞｽ,5760,証票あり,002,,012,,旅費交通費,5760,6900,27987,AZ000123,鈴木　景大郎,岡田　高明,2026/05/15,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018063,,7,2,2026/05/12,17:20:00,18:00:00,トヨタレンタカー,ホテル,車,0,証票なし,,,,,賃借料,0,6900,27987,AZ000123,鈴木　景大郎,岡田　高明,2026/05/15,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018063,,7,3,2026/05/12,18:00:00,09:00:00,ホテル,,ﾎﾃﾙ,9200,証票あり,,,,上長承認済,旅費交通費,9200,6900,27987,AZ000123,鈴木　景大郎,岡田　高明,2026/05/15,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018063,,7,4,2026/05/13,09:00:00,15:00:00,伸光製作所,,作業･打合せ,0,証票なし,,,,WO-00346923,旅費交通費,0,6900,27987,AZ000123,鈴木　景大郎,岡田　高明,2026/05/15,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018063,,7,5,2026/05/13,15:00:00,15:50:00,伸光製作所,トヨタレンタカー,車,0,証票なし,,,,,賃借料,0,6900,27987,AZ000123,鈴木　景大郎,岡田　高明,2026/05/15,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018063,,7,6,2026/05/13,16:20:00,19:15:00,茅野,西日暮里,電車･ﾊﾞｽ,5760,証票あり,,,,通勤経路 19:07到着,旅費交通費,5760,6900,27987,AZ000123,鈴木　景大郎,岡田　高明,2026/05/15,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018063,,7,7,2026/05/13,19:25:00,19:41:00,西日暮里,金町（東京）,電車･ﾊﾞｽ,367,証票なし,,,,,旅費交通費,367,6900,27987,AZ000123,鈴木　景大郎,岡田　高明,2026/05/15,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018064,,7,1,2026/05/11,07:28:00,10:16:00,大塚（東京）,茅野,電車･ﾊﾞｽ,3520,証票なし,001,,,乗車賃(JR東日本),旅費交通費,3520,1700,13020,AZ000162,武田 幸大,中田　雅史,2026/05/18,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018064,,7,2,2026/05/11,08:00:00,10:16:00,新宿駅,茅野駅,電車･ﾊﾞｽ,2140,証票あり,,,,特急券(JR東日本),旅費交通費,2140,1700,13020,AZ000162,武田 幸大,中田　雅史,2026/05/18,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018064,,7,3,2026/05/11,10:16:00,11:00:00,茅野駅,キョウデン伊那,車,0,証票なし,,,,レンタカーで移動,賃借料,0,1700,13020,AZ000162,武田 幸大,中田　雅史,2026/05/18,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018064,,7,4,2026/05/11,11:00:00,14:30:00,キョウデン伊那,,作業･打合せ,0,証票なし,,,,WO-00345807,旅費交通費,0,1700,13020,AZ000162,武田 幸大,中田　雅史,2026/05/18,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018064,,7,5,2026/05/11,14:30:00,16:20:00,キョウデン伊那,茅野駅,車,0,証票なし,,,,お昼取りつつ、ヤマトへ荷物発送_サンヨーで不具合があり1時間待機命令,賃借料,0,1700,13020,AZ000162,武田 幸大,中田　雅史,2026/05/18,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018064,,7,6,2026/05/11,16:20:00,18:48:00,茅野駅,新宿駅,電車･ﾊﾞｽ,2140,証票あり,,,,特急券(JR東日本),旅費交通費,2140,1700,13020,AZ000162,武田 幸大,中田　雅史,2026/05/18,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018064,,7,7,2026/05/11,16:20:00,19:03:00,茅野,大塚（東京）,電車･ﾊﾞｽ,3520,証票なし,,,,乗車賃(JR東日本),旅費交通費,3520,1700,13020,AZ000162,武田 幸大,中田　雅史,2026/05/18,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018065,,7,1,2026/05/14,08:10:00,08:32:00,大塚（東京）,上野,電車･ﾊﾞｽ,209,証票なし,001,,,乗車賃(JR東日本),旅費交通費,209,1700,9338,AZ000162,武田 幸大,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018065,,7,2,2026/05/14,08:32:00,09:07:00,上野駅,小山駅,電車･ﾊﾞｽ,3610,証票あり,,,,特急券(JR東日本),旅費交通費,3610,1700,9338,AZ000162,武田 幸大,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018065,,7,3,2026/05/14,09:07:00,10:00:00,小山駅,リンクステック下館,車,0,証票なし,,,,レンタカーで移動,賃借料,0,1700,9338,AZ000162,武田 幸大,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018065,,7,4,2026/05/14,10:00:00,16:00:00,リンクステック下館,,作業･打合せ,0,証票なし,,,,WO-00347086,旅費交通費,0,1700,9338,AZ000162,武田 幸大,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018065,,7,5,2026/05/14,16:00:00,17:33:00,リンクステック下館,小山駅,車,0,証票なし,,,,お昼を取りつつ移動,賃借料,0,1700,9338,AZ000162,武田 幸大,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018065,,7,6,2026/05/14,17:33:00,18:10:00,小山駅,上野駅,電車･ﾊﾞｽ,3610,証票あり,,,,特急券(JR東日本),旅費交通費,3610,1700,9338,AZ000162,武田 幸大,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018065,,7,7,2026/05/14,18:10:00,18:31:00,上野駅,大塚駅前,電車･ﾊﾞｽ,209,証票なし,,,,乗車賃(JR東日本),旅費交通費,209,1700,9338,AZ000162,武田 幸大,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018066,,5,1,2026/05/14,09:00:00,09:30:00,浦和,南古谷,電車･ﾊﾞｽ,341,証票なし,,,,,旅費交通費,341,0,9682,AZ000133,山本　翔也,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018066,,5,2,2026/05/14,09:30:00,10:00:00,南古谷,プリケン,ﾀｸｼｰ,4400,証票あり,,,,,旅費交通費,4400,0,9682,AZ000133,山本　翔也,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018066,,5,3,2026/05/14,10:00:00,16:00:00,プリケン,,作業･打合せ,0,証票なし,,,,WO-00346801,旅費交通費,0,0,9682,AZ000133,山本　翔也,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018066,,5,4,2026/05/14,16:00:00,16:40:00,プリケン,南古谷,ﾀｸｼｰ,4600,証票あり,,,,,旅費交通費,4600,0,9682,AZ000133,山本　翔也,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018066,,5,5,2026/05/14,16:40:00,17:24:00,南古谷,浦和,電車･ﾊﾞｽ,341,証票なし,,,,,旅費交通費,341,0,9682,AZ000133,山本　翔也,中田　雅史,2026/05/21,,,田中 裕子,2026/05/21,高橋　昭太,2026/05/21,,
MEBAS0018067,,5,1,2026/05/12,07:50:00,08:20:00,大塚（東京）,朝霞,電車･ﾊﾞｽ,416,証票なし,,,,,旅費交通費,416,0,5832,AZ000147,石川 直樹,岡田　高明,2026/05/16,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018067,,5,2,2026/05/12,08:20:00,09:00:00,朝霞駅,小林電子,ﾀｸｼｰ,1900,証票あり,,,,,旅費交通費,1900,0,5832,AZ000147,石川 直樹,岡田　高明,2026/05/16,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018067,,5,3,2026/05/12,09:00:00,15:00:00,小林電子,,作業･打合せ,0,証票なし,,,,WO-00345329,旅費交通費,0,0,5832,AZ000147,石川 直樹,岡田　高明,2026/05/16,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018067,,5,4,2026/05/12,15:00:00,15:30:00,小林電子,朝霞駅,ﾀｸｼｰ,3100,証票あり,,,,,旅費交通費,3100,0,5832,AZ000147,石川 直樹,岡田　高明,2026/05/16,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018067,,5,5,2026/05/12,15:30:00,17:00:00,朝霞,大塚（東京）,電車･ﾊﾞｽ,416,証票なし,,,,昼休憩込み,旅費交通費,416,0,5832,AZ000147,石川 直樹,岡田　高明,2026/05/16,,,田中 裕子,2026/05/18,高橋　昭太,2026/05/18,,
MEBAS0018068,,11,1,2026/05/11,15:00:00,15:25:00,大塚（東京）,上野,電車･ﾊﾞｽ,209,証票なし,002,,012,,旅費交通費,209,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,2,2026/05/11,15:42:00,18:11:00,上野,一ノ関,電車･ﾊﾞｽ,12980,証票なし,,,,乗車券込み,旅費交通費,12980,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,3,2026/05/11,18:11:00,08:30:00,ホテル,,ﾎﾃﾙ,27360,証票あり,,,,3泊分,旅費交通費,27360,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,4,2026/05/12,08:30:00,08:45:00,ホテル,アロン社,車,0,証票なし,,,,,賃借料,0,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,5,2026/05/12,08:45:00,19:00:00,アロン社,,作業･打合せ,0,証票なし,,,,WO-00346803,旅費交通費,0,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,6,2026/05/12,20:00:00,08:40:00,駐車場代,,駐車代,1000,証票あり,,,,2泊分,旅費交通費,1000,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,7,2026/05/13,09:00:00,19:30:00,アロン社,,作業･打合せ,0,証票なし,,,,WO-00346800,旅費交通費,0,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,8,2026/05/14,09:00:00,18:30:00,アロン社,,電車･ﾊﾞｽ,0,証票なし,,,,WO-00346804,旅費交通費,0,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,9,2026/05/14,18:30:00,19:00:00,アロン社,一ノ関,車,0,証票なし,,,,,賃借料,0,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,10,2026/05/14,19:20:00,22:00:00,一ノ関,上野,電車･ﾊﾞｽ,12980,証票あり,,,,乗車券込み,旅費交通費,12980,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018068,,11,11,2026/05/14,22:00:00,22:30:00,上野,大塚（東京）,電車･ﾊﾞｽ,209,証票なし,,,,,旅費交通費,209,17300,72038,AZ000157,藤岡 拓己,中田　雅史,2026/05/19,,,田中 裕子,2026/05/19,高橋　昭太,2026/05/19,,
MEBAS0018069,,31,1,2026/05/10,18:32:00,21:15:00,駒込,京都,電車･ﾊﾞｽ,14170,証票なし,,,,,旅費交通費,14170,32900,148560,AZ000120,小野　智紀,高橋　昭太,2026/05/18,,,田中 裕子,2026/05/18,,,,
